Borough,Primary Property Type - Self Selected,Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),score,TaxBlock,TaxLotNum
1.0,2.0,1954.0,1.0,95.0,1.0,83.0,13.8,0.5,191.4,44947.2,4715269.9,2211.7,340574.0,79.0,1293.0,35.0
1.0,1.0,1916.0,1.0,100.0,1.0,111.3,6.4,0.0,159.2,750.0,717043.5,904.1,111310.0,28.0,1293.0,37.0
1.0,2.0,1967.0,1.0,95.0,1.0,95.2,16.1,0.5,220.7,44947.2,5982900.0,2876.3,372526.0,61.0,1293.0,59.0
1.0,2.0,1930.0,1.0,100.0,1.0,82.3,17.2,0.5,212.7,44947.2,9246225.3,3660.0,537135.0,78.0,1293.0,69.0
1.0,2.0,1968.0,1.0,100.0,1.0,136.4,21.1,0.5,303.7,44947.2,39396406.0,20760.3,1864997.0,45.0,1294.0,1.0
1.0,2.0,1920.0,1.0,100.0,1.0,121.5,19.4,0.5,274.3,44947.2,9740319.2,4982.7,502581.0,61.0,1294.0,46.0
1.0,2.0,1982.0,1.0,90.0,1.0,80.9,15.8,0.0,201.8,6730.1,19107311.5,8067.1,1208217.0,67.0,1295.0,1.0
1.0,2.0,1959.0,1.0,85.0,1.0,59.2,11.2,0.5,145.0,44947.2,2853642.7,1237.6,255544.0,90.0,1295.0,17.0
1.0,2.0,1929.0,1.0,100.0,1.0,73.4,12.2,0.0,168.2,14718.9,3665995.6,1718.0,300700.0,77.0,1295.0,20.0
1.0,2.0,1974.0,1.0,100.0,1.0,204.5,13.6,1.1,319.6,1094949.5,14073407.8,13897.0,1035763.0,30.0,1295.0,33.0
1.0,2.0,1958.0,1.0,95.0,1.0,53.9,11.5,0.5,140.8,44947.2,2676418.3,1045.6,232673.0,91.0,1295.0,40.0
1.0,2.0,1929.0,1.0,85.0,1.0,97.7,12.5,0.5,199.8,44947.2,10151698.7,6003.7,815186.0,75.0,1296.0,14.0
1.0,2.0,1951.0,1.0,80.0,1.0,67.4,13.1,0.5,167.8,44947.2,10098255.4,4354.1,769421.0,84.0,1297.0,33.0
1.0,2.0,1987.0,1.0,100.0,1.0,83.0,17.4,0.0,214.4,10165.9,11724303.1,4660.1,675086.0,81.0,1298.0,23.0
1.0,2.0,1925.0,1.0,100.0,1.0,118.3,19.7,0.5,272.8,44947.2,1916674.4,914.0,97085.0,32.0,1299.0,22.0
1.0,6.0,1952.0,1.0,100.0,1.0,83.4,16.5,0.3,205.3,19556.0,1193765.4,486.7,72307.0,59.0,1299.0,23.0
1.0,2.0,1982.0,1.0,80.0,1.0,65.2,15.1,0.0,178.3,100.8,9908168.5,3685.5,655945.0,77.0,1299.0,27.0
1.0,1.0,1915.0,1.0,100.0,1.0,162.3,15.2,0.0,274.3,847.1,1093271.7,897.4,72000.0,2.0,1299.0,48.0
1.0,2.0,1929.0,1.0,90.0,1.0,98.2,14.3,0.0,212.3,13610.6,18483816.2,10203.5,1294808.0,78.0,1300.0,1.0
1.0,2.0,1915.0,1.0,100.0,1.0,60.4,14.8,0.5,170.8,44947.2,18458868.4,6569.9,1243380.0,72.0,1300.0,14.0
1.0,2.0,1958.0,1.0,100.0,1.0,75.5,13.3,0.5,178.6,44947.2,12014398.5,5708.6,904373.0,87.0,1301.0,23.0
1.0,2.0,1958.0,1.0,100.0,1.0,94.9,14.7,0.0,211.3,8850.0,11295570.2,5892.5,766421.0,74.0,1301.0,33.0
1.0,2.0,1963.0,1.0,95.0,1.0,117.7,14.8,0.5,239.7,44947.2,28160602.6,17382.0,1897643.0,75.0,1302.0,7501.0
1.0,2.0,1967.0,1.0,100.0,1.0,92.6,15.9,0.5,216.3,44947.2,20278679.7,9793.1,1277449.0,69.0,1303.0,1.0
1.0,6.0,1926.0,1.0,100.0,1.0,82.4,20.1,0.0,231.7,14794.2,9208284.3,3272.2,457390.0,9.0,1303.0,14.0
1.0,2.0,1984.0,1.0,90.0,1.0,76.9,18.2,0.0,212.3,20305.6,8883240.7,3238.2,487501.0,78.0,1303.0,33.0
1.0,1.0,1923.0,1.0,100.0,1.0,59.0,4.0,0.4,90.6,25542.3,253844.2,227.8,62700.0,82.0,1303.0,41.0
1.0,6.0,1924.0,1.0,100.0,1.0,131.2,15.4,0.8,247.4,323029.7,6308978.1,3642.7,410257.0,43.0,1303.0,53.0
1.0,1.0,1985.0,1.0,100.0,1.0,141.3,12.1,0.3,245.2,50348.8,2059667.8,1659.7,170711.0,1.0,1303.0,7501.0
1.0,6.0,1990.0,1.0,100.0,1.0,75.6,20.2,0.1,223.7,23149.0,7081106.5,2402.8,350000.0,58.0,1304.0,20.0
1.0,6.0,1930.0,1.0,100.0,1.0,129.3,15.7,0.0,258.6,73844.8,25114359.4,15486.1,1600000.0,30.0,1304.0,7501.0
1.0,6.0,1927.0,1.0,100.0,1.0,129.5,13.9,0.1,245.5,23028.1,2189102.7,1481.1,157462.0,56.0,1305.0,20.0
1.0,6.0,1985.0,1.0,100.0,1.0,82.4,5.1,0.5,127.9,44947.2,509022.1,1547.8,147970.0,32.0,1305.0,28.0
1.0,2.0,1931.0,1.0,100.0,1.0,96.3,13.9,0.5,207.7,44947.2,6444212.4,3349.9,463996.0,71.0,1305.0,60.0
1.0,2.0,1984.0,1.0,100.0,1.0,83.3,19.0,0.5,225.6,44947.2,5591758.4,2071.8,294638.0,83.0,1307.0,14.0
1.0,2.0,1964.0,1.0,100.0,1.0,59.1,14.9,0.5,169.8,44947.2,2123012.7,734.9,142235.0,72.0,1308.0,33.0
1.0,2.0,1976.0,1.0,100.0,1.0,126.7,16.6,0.5,262.1,44947.2,27933940.0,16930.8,1682940.0,58.0,1308.0,7501.0
1.0,2.0,1964.0,1.0,100.0,1.0,110.1,13.4,0.5,221.0,44947.2,5757736.3,3677.0,429866.0,65.0,1309.0,23.0
1.0,2.0,1983.0,1.0,100.0,1.0,59.7,13.8,0.5,162.8,44947.2,8139654.7,3026.6,591315.0,86.0,1309.0,32.0
1.0,1.0,1956.0,1.0,100.0,1.0,73.0,7.1,0.5,127.6,111989.0,1645545.6,1132.1,230404.0,52.0,1309.0,50.0
1.0,2.0,1985.0,1.0,100.0,1.0,82.4,5.1,0.5,127.9,44947.2,509022.1,570.4,72000.0,55.0,1309.0,66.0
1.0,6.0,1985.0,1.0,100.0,1.0,82.4,5.1,0.5,127.9,44947.2,509022.1,156.6,76190.0,99.0,1310.0,12.0
1.0,2.0,1926.0,1.0,100.0,1.0,82.2,15.0,0.2,195.2,16205.5,1314071.8,569.7,87639.0,75.0,1310.0,65.0
1.0,1.0,1956.0,1.0,100.0,1.0,78.2,17.2,0.2,204.8,14961.0,1323773.1,509.3,76904.0,1.0,1310.0,7501.0
1.0,1.0,1930.0,1.0,100.0,1.0,95.7,6.7,0.5,145.2,44947.2,412229.9,434.4,61754.0,96.0,1310.0,7503.0
1.0,2.0,1947.0,1.0,100.0,1.0,106.1,16.1,0.5,233.9,44947.2,5206126.5,2728.5,323869.0,67.0,1311.0,1.0
1.0,6.0,1927.0,1.0,70.0,1.0,54.9,12.0,0.1,143.2,34440.5,2971451.0,1156.7,247600.0,65.0,1311.0,5.0
1.0,2.0,1958.0,1.0,100.0,1.0,77.2,16.0,0.5,198.6,44947.2,1114298.1,453.4,69598.0,66.0,1311.0,33.0
1.0,2.0,1929.0,1.0,100.0,1.0,107.0,14.5,0.0,224.6,0.0,1191163.9,652.6,82065.0,55.0,1311.0,50.0
1.0,6.0,1927.0,1.0,100.0,1.0,83.0,14.1,0.1,191.2,8178.0,962629.1,449.4,68308.0,54.0,1311.0,52.0
1.0,1.0,1957.0,1.0,100.0,1.0,82.4,5.1,0.2,127.9,29801.4,509022.1,1166.6,161300.0,9.0,1311.0,65.0
1.0,2.0,1987.0,1.0,100.0,1.0,73.8,13.8,0.0,179.5,4522.3,5737245.4,2459.4,417222.0,80.0,1312.0,15.0
1.0,1.0,1960.0,1.0,100.0,1.0,68.8,7.6,0.4,126.7,58046.7,1037149.7,647.2,135849.0,72.0,1312.0,28.0
1.0,2.0,1976.0,1.0,85.0,1.0,117.7,10.3,0.5,209.4,44947.2,1847577.7,1528.5,180000.0,68.0,1312.0,7501.0
1.0,1.0,1922.0,1.0,100.0,1.0,59.4,4.5,0.0,101.1,707.0,398426.0,361.6,88547.0,74.0,1313.0,1.0
1.0,2.0,1980.0,1.0,100.0,1.0,87.4,19.0,0.5,230.6,44947.2,5169352.7,2009.4,265091.0,65.0,1313.0,4.0
1.0,2.0,1969.0,1.0,95.0,1.0,98.5,21.3,0.0,259.2,5766.7,11475404.2,4512.4,538141.0,52.0,1313.0,5.0
1.0,2.0,1930.0,1.0,100.0,1.0,105.2,17.1,0.0,238.9,3899.7,2234174.7,1084.3,130837.0,63.0,1313.0,14.0
1.0,2.0,2003.0,1.0,100.0,1.0,146.5,36.3,0.0,415.6,23968.5,48564998.5,17274.8,1339563.0,61.0,1313.0,7501.0
1.0,2.0,2002.0,1.0,90.0,1.0,55.0,11.1,0.5,139.5,44947.2,4265769.1,1734.7,384607.0,95.0,1314.0,15.0
1.0,1.0,1977.0,1.0,100.0,1.0,79.3,5.8,0.1,122.3,29372.9,2331092.0,2377.2,404293.0,44.0,1314.0,21.0
1.0,1.0,1986.0,1.0,100.0,1.0,83.3,6.7,0.0,144.5,7682.8,2603235.8,2236.1,385721.0,47.0,1314.0,7501.0
1.0,2.0,1956.0,1.0,100.0,1.0,96.2,14.2,0.5,209.7,44947.2,5470843.0,2959.3,384432.0,78.0,1315.0,1.0
1.0,6.0,1981.0,1.0,100.0,1.0,157.3,11.5,1.2,246.9,554076.1,5377968.6,4706.0,468907.0,39.0,1315.0,44.0
1.0,2.0,1905.0,1.0,100.0,1.0,75.7,13.3,0.0,179.0,3371.4,4252100.2,1992.3,318952.0,79.0,1316.0,12.0
1.0,2.0,1960.0,1.0,100.0,1.0,117.7,15.7,0.0,244.9,13162.6,11550716.6,6852.7,736974.0,54.0,1316.0,23.0
1.0,2.0,1932.0,1.0,100.0,1.0,95.9,13.4,0.2,195.0,35805.4,1986543.5,1067.2,148478.0,71.0,1316.0,30.0
1.0,2.0,1960.0,1.0,90.0,1.0,70.2,13.3,0.0,172.0,2981.1,8637015.1,3721.0,651492.0,86.0,1317.0,1.0
1.0,2.0,1928.0,1.0,70.0,1.0,67.0,8.6,0.5,137.6,44947.2,1697334.8,960.7,197097.0,87.0,1317.0,7.0
1.0,2.0,1962.0,1.0,100.0,1.0,64.7,10.5,0.5,147.5,44947.2,1472771.8,701.3,139824.0,87.0,1317.0,21.0
1.0,1.0,1963.0,1.0,100.0,1.0,63.0,4.8,0.5,107.7,44947.2,684283.3,622.0,142000.0,89.0,1317.0,30.0
1.0,2.0,1956.0,1.0,90.0,1.0,76.7,11.2,0.5,166.4,44947.2,5304688.2,2901.8,473419.0,84.0,1318.0,1.0
1.0,1.0,1986.0,1.0,100.0,1.0,47.3,5.8,0.0,89.6,2246.1,1189605.4,770.1,206872.0,89.0,1318.0,19.0
1.0,2.0,1929.0,1.0,100.0,1.0,76.7,15.0,0.1,186.5,15442.2,3188583.9,1372.3,213052.0,81.0,1318.0,33.0
1.0,2.0,1928.0,1.0,100.0,1.0,82.4,15.3,0.0,127.9,185.7,2329551.3,1025.3,151920.0,82.0,1319.0,12.0
1.0,2.0,1929.0,1.0,100.0,1.0,98.1,25.1,0.0,281.2,32.9,4662065.4,1666.1,185997.0,45.0,1319.0,16.0
1.0,1.0,1986.0,1.0,100.0,1.0,61.6,6.9,0.0,112.8,4699.8,714313.3,511.8,102877.0,55.0,1319.0,34.0
1.0,1.0,1970.0,1.0,100.0,1.0,86.5,5.6,0.0,127.8,1975.6,338001.5,417.6,60900.0,77.0,1319.0,7501.0
1.0,1.0,1957.0,1.0,100.0,1.0,78.2,9.0,0.0,153.1,2457.7,609446.2,395.1,67609.0,59.0,1320.0,7503.0
1.0,1.0,1988.0,1.0,100.0,1.0,70.0,8.8,0.5,142.5,44947.2,1830255.7,1111.4,207727.0,31.0,1320.0,7505.0
1.0,1.0,1979.0,1.0,100.0,1.0,101.5,6.9,0.1,153.2,25728.4,1741311.0,1859.3,252063.0,40.0,1320.0,7506.0
1.0,1.0,1928.0,1.0,100.0,1.0,94.8,6.0,0.0,139.3,795.0,431329.4,498.1,71992.0,58.0,1321.0,34.0
1.0,1.0,1923.0,1.0,100.0,1.0,166.7,5.0,1.5,210.7,77183.7,257795.4,458.0,51576.0,2.0,1321.0,42.0
1.0,2.0,1981.0,1.0,100.0,1.0,95.5,20.7,0.2,248.1,62531.4,5231019.7,1963.2,252324.0,56.0,1321.0,47.0
1.0,1.0,1959.0,1.0,100.0,1.0,110.0,6.5,0.1,159.1,24968.5,1150408.9,1367.1,176129.0,29.0,1322.0,7501.0
1.0,1.0,1927.0,1.0,100.0,1.0,82.4,5.4,0.0,127.9,26.9,435258.4,305.8,80509.0,92.0,1323.0,15.0
1.0,2.0,1980.0,1.0,100.0,1.0,84.8,15.3,0.1,201.8,49765.1,9585634.3,4262.9,627431.0,71.0,1323.0,47.0
1.0,1.0,1985.0,1.0,100.0,1.0,91.2,8.2,0.0,151.5,3508.4,1414242.1,1191.3,173289.0,48.0,1323.0,7501.0
1.0,2.0,1963.0,1.0,100.0,1.0,100.4,13.3,0.5,208.6,44947.2,4546794.2,2701.7,342387.0,73.0,1325.0,1.0
1.0,1.0,1958.0,1.0,100.0,1.0,52.0,10.7,0.2,131.2,11488.4,802397.9,312.2,74713.0,31.0,1325.0,7503.0
1.0,1.0,2008.0,1.0,100.0,1.0,59.6,11.0,0.2,140.8,52172.6,2582347.2,1082.2,235470.0,34.0,1326.0,7501.0
1.0,1.0,1962.0,1.0,100.0,1.0,93.7,6.3,0.7,143.6,82883.0,729176.2,643.6,115020.0,26.0,1327.0,37.0
1.0,1.0,1957.0,1.0,100.0,1.0,78.8,7.3,0.5,135.1,78750.4,1075515.8,745.0,146549.0,47.0,1327.0,7501.0
1.0,1.0,1990.0,1.0,100.0,1.0,96.6,14.9,0.5,207.6,126018.9,4103782.8,1967.8,275473.0,3.0,1327.0,7502.0
1.0,2.0,1968.0,1.0,100.0,1.0,83.7,14.3,0.5,195.0,44947.2,11305980.0,5480.6,791632.0,87.0,1328.0,1.0
1.0,1.0,1963.0,1.0,100.0,1.0,84.8,5.2,0.5,123.4,44947.2,353471.9,415.6,68000.0,87.0,1328.0,30.0
1.0,2.0,1970.0,1.0,100.0,1.0,116.3,17.9,0.0,258.4,1887.0,23664444.6,12416.3,1319496.0,66.0,1329.0,1.0
1.0,1.0,1940.0,1.0,100.0,1.0,85.9,7.2,0.6,141.6,53421.9,627308.3,486.4,87090.0,48.0,1330.0,7.0
1.0,1.0,1959.0,1.0,90.0,1.0,51.1,10.0,0.2,125.1,15304.7,906144.9,379.9,90462.0,63.0,1331.0,39.0
1.0,1.0,1961.0,1.0,100.0,1.0,82.4,10.7,0.5,127.9,44947.2,1332106.7,1070.5,124897.0,16.0,1331.0,7501.0
1.0,1.0,1960.0,1.0,100.0,1.0,96.2,5.6,0.5,152.7,44947.2,1965058.1,2477.0,351470.0,26.0,1331.0,7502.0
1.0,1.0,1983.0,1.0,100.0,1.0,66.0,11.8,0.5,157.3,44947.2,4011946.0,1823.9,340423.0,14.0,1332.0,29.0
1.0,1.0,1929.0,1.0,100.0,1.0,97.4,6.1,0.8,145.6,320871.9,2538955.0,2388.8,418312.0,79.0,1333.0,23.0
1.0,2.0,1963.0,1.0,100.0,1.0,99.9,13.8,0.5,211.2,44947.2,2633056.2,2264.3,191000.0,78.0,1334.0,1.0
1.0,1.0,1927.0,1.0,100.0,1.0,104.4,5.4,0.3,145.9,55217.9,1172899.3,1556.2,215715.0,82.0,1335.0,22.0
1.0,2.0,1957.0,1.0,100.0,1.0,75.9,14.7,0.5,188.2,44947.2,3400123.1,1445.6,231938.0,76.0,1335.0,7501.0
1.0,1.0,1928.0,1.0,100.0,1.0,85.0,5.4,0.5,125.0,44947.2,555780.0,636.1,103108.0,84.0,1336.0,10.0
1.0,2.0,1975.0,1.0,100.0,1.0,99.3,16.5,0.0,228.6,7095.1,9703493.7,4668.6,587000.0,65.0,1337.0,7502.0
1.0,1.0,1977.0,1.0,100.0,1.0,82.4,6.7,0.7,127.9,259898.5,2601256.6,2178.1,387103.0,38.0,1338.0,5.0
1.0,1.0,1960.0,1.0,95.0,1.0,82.4,4.9,0.5,127.9,44947.2,311622.9,471.3,63000.0,36.0,1338.0,12.0
1.0,1.0,1960.0,1.0,100.0,1.0,65.9,4.8,0.5,103.4,95456.9,925390.7,762.0,192738.0,92.0,1338.0,49.0
1.0,1.0,1978.0,1.0,100.0,1.0,128.4,10.3,0.3,205.7,22766.0,775404.1,691.4,75302.0,10.0,1338.0,7501.0
1.0,1.0,1959.0,1.0,100.0,1.0,82.4,5.1,0.9,127.9,151458.4,820097.3,1005.1,161700.0,40.0,1339.0,12.0
1.0,2.0,1970.0,1.0,100.0,1.0,150.8,21.6,0.5,324.0,44947.2,1538148.9,820.5,71322.0,20.0,1339.0,7501.0
1.0,1.0,2008.0,1.0,75.0,1.0,100.0,10.0,0.0,186.2,10810.5,3313575.8,2362.0,330150.0,2.0,1339.0,7502.0
1.0,1.0,1923.0,1.0,100.0,1.0,79.0,5.9,0.5,134.1,44947.2,1851537.4,1703.1,313200.0,42.0,1340.0,1.0
1.0,1.0,2000.0,1.0,100.0,1.0,67.1,8.2,0.0,134.8,4750.3,7076656.6,4353.3,863455.0,26.0,1340.0,7501.0
1.0,2.0,1928.0,1.0,100.0,1.0,63.9,11.4,0.0,147.1,22.6,1896340.8,899.0,166934.0,80.0,1340.0,7502.0
1.0,1.0,1960.0,1.0,100.0,1.0,54.2,5.3,0.5,93.4,44947.2,1293723.8,1071.2,243425.0,79.0,1341.0,1.0
1.0,1.0,1959.0,1.0,100.0,1.0,78.8,5.3,0.1,118.8,7218.8,331712.0,349.2,62145.0,56.0,1341.0,44.0
1.0,1.0,1962.0,1.0,100.0,1.0,189.5,6.3,0.0,269.1,2173.2,515882.8,1079.5,82062.0,1.0,1341.0,7501.0
1.0,1.0,1984.0,1.0,100.0,1.0,115.1,9.1,0.0,198.3,6178.4,3214185.2,3024.6,353010.0,1.0,1341.0,7503.0
1.0,1.0,1940.0,1.0,100.0,1.0,80.4,6.2,0.6,128.4,62893.0,654010.3,521.5,105961.0,46.0,1342.0,23.0
1.0,1.0,1962.0,1.0,100.0,1.0,126.2,11.4,0.0,210.5,1524.2,812567.7,668.5,71137.0,1.0,1343.0,5.0
1.0,1.0,1965.0,1.0,100.0,1.0,193.9,11.8,1.5,287.5,136263.4,1043438.1,1059.0,88658.0,1.0,1343.0,36.0
1.0,1.0,1959.0,1.0,100.0,1.0,82.4,5.1,0.5,127.9,44947.2,509022.1,816.2,146161.0,56.0,1344.0,30.0
1.0,1.0,1941.0,1.0,100.0,1.0,79.4,4.8,0.6,117.3,31875.7,273903.0,289.5,57042.0,68.0,1344.0,33.0
1.0,1.0,1961.0,1.0,100.0,1.0,48.8,7.7,0.2,106.8,15677.7,705194.2,344.4,91832.0,60.0,1344.0,41.0
1.0,1.0,2002.0,1.0,100.0,1.0,93.2,13.3,0.5,200.0,44947.2,2083662.4,1124.4,156740.0,9.0,1344.0,7502.0
1.0,1.0,1930.0,1.0,100.0,1.0,72.6,4.0,0.5,102.5,44947.2,564458.5,744.2,140606.0,91.0,1346.0,14.0
1.0,1.0,1977.0,1.0,100.0,1.0,116.3,8.5,0.9,182.4,275850.8,2672170.3,2244.3,315680.0,31.0,1346.0,49.0
1.0,1.0,1959.0,1.0,100.0,1.0,118.8,7.0,0.9,174.9,61651.3,456621.8,448.1,65000.0,25.0,1346.0,7501.0
1.0,1.0,1929.0,1.0,100.0,1.0,65.8,4.0,0.5,97.5,34440.8,262174.5,267.6,65908.0,95.0,1347.0,9.0
1.0,1.0,1932.0,1.0,100.0,1.0,111.7,9.6,0.1,182.6,3137.6,596217.8,554.8,62277.0,25.0,1347.0,44.0
1.0,1.0,1962.0,1.0,100.0,1.0,82.4,5.7,0.0,127.9,2375.5,581459.7,624.2,101131.0,68.0,1348.0,16.0
1.0,1.0,1927.0,1.0,100.0,1.0,87.6,13.7,0.4,189.8,38884.7,1304839.1,608.6,95162.0,5.0,1348.0,36.0
1.0,1.0,1932.0,1.0,100.0,1.0,53.8,4.8,0.0,96.3,1046.2,387748.8,304.9,80547.0,88.0,1349.0,32.0
1.0,1.0,1929.0,1.0,100.0,1.0,53.0,3.7,0.5,87.9,44947.2,293798.3,282.6,80300.0,92.0,1349.0,35.0
1.0,1.0,1930.0,1.0,100.0,1.0,102.9,10.5,0.1,191.0,13540.1,1023377.4,723.2,97529.0,1.0,1349.0,41.0
1.0,1.0,1928.0,1.0,100.0,1.0,53.7,4.0,0.0,90.7,1406.2,437889.1,409.4,110000.0,50.0,1349.0,44.0
1.0,1.0,1967.0,1.0,100.0,1.0,86.3,7.3,0.4,145.9,267754.6,4952079.2,3970.7,680000.0,40.0,1350.0,1.0
1.0,1.0,1929.0,1.0,100.0,1.0,65.9,3.6,0.0,92.9,1623.7,357150.8,479.5,98766.0,94.0,1350.0,11.0
1.0,1.0,1928.0,1.0,100.0,1.0,43.4,3.7,0.0,76.7,1054.2,392268.6,322.1,105000.0,94.0,1350.0,14.0
1.0,1.0,1928.0,1.0,100.0,1.0,69.8,3.9,0.6,101.4,53435.1,374964.8,379.9,94933.0,89.0,1350.0,20.0
1.0,1.0,1961.0,1.0,100.0,1.0,73.5,5.4,0.2,121.0,24938.0,634646.7,568.0,116908.0,62.0,1350.0,40.0
1.0,1.0,1984.0,1.0,100.0,1.0,112.6,6.7,0.0,179.5,1698.0,670141.8,757.3,100118.0,8.0,1350.0,7501.0
1.0,1.0,1972.0,1.0,100.0,1.0,77.7,6.7,0.0,137.5,3652.4,2086786.8,1829.3,312078.0,31.0,1351.0,1.0
1.0,1.0,1930.0,1.0,100.0,1.0,63.0,3.5,0.5,91.4,39225.2,273065.3,277.0,77102.0,94.0,1351.0,17.0
1.0,1.0,1931.0,1.0,100.0,1.0,117.1,4.1,1.0,152.2,81376.0,324344.9,501.9,78964.0,53.0,1361.0,7.0
1.0,1.0,1930.0,1.0,100.0,1.0,71.8,4.4,0.6,106.8,70928.3,551517.3,515.5,125000.0,71.0,1361.0,12.0
1.0,1.0,1931.0,1.0,100.0,1.0,113.9,8.7,0.0,194.3,3425.0,1314397.8,1189.7,151000.0,9.0,1361.0,21.0
1.0,1.0,1957.0,1.0,100.0,1.0,56.8,4.5,0.0,98.1,795.0,420031.5,366.8,92850.0,86.0,1361.0,39.0
1.0,1.0,1930.0,1.0,100.0,1.0,54.0,3.7,0.5,81.6,44947.2,265174.9,280.1,71197.0,92.0,1362.0,38.0
1.0,1.0,1928.0,1.0,100.0,1.0,57.5,3.6,0.0,84.0,1645.0,291047.5,340.5,81862.0,91.0,1363.0,8.0
1.0,1.0,1930.0,1.0,100.0,1.0,97.1,6.9,0.7,150.9,63443.2,591746.2,497.8,86144.0,16.0,1363.0,31.0
1.0,1.0,1930.0,1.0,100.0,1.0,95.7,6.7,0.7,148.3,64153.0,591746.2,498.5,88160.0,23.0,1363.0,37.0
1.0,1.0,1931.0,1.0,100.0,1.0,82.3,5.8,0.6,127.6,64165.7,591746.2,498.6,102456.0,38.0,1363.0,40.0
1.0,1.0,1931.0,1.0,100.0,1.0,70.9,5.3,0.5,120.1,44947.2,2443191.5,2244.9,464100.0,67.0,1364.0,22.0
1.0,1.0,1951.0,1.0,100.0,1.0,75.5,5.9,0.0,129.8,6978.9,2850149.7,2639.9,480278.0,37.0,1365.0,20.0
1.0,1.0,1955.0,1.0,100.0,1.0,81.7,5.4,0.0,121.8,4003.4,1726075.9,1916.9,319696.0,48.0,1366.0,25.0
1.0,1.0,1956.0,1.0,100.0,1.0,27.2,5.2,0.0,65.2,3071.5,443264.3,195.5,85610.0,99.0,1366.0,39.0
1.0,1.0,1983.0,1.0,100.0,1.0,124.5,19.3,0.6,268.2,111169.2,3649264.7,1709.4,189312.0,1.0,1366.0,7501.0
1.0,1.0,1968.0,1.0,100.0,1.0,98.3,6.8,0.7,151.7,619015.0,5756945.7,5239.1,845000.0,23.0,1367.0,1.0
1.0,1.0,1955.0,1.0,100.0,1.0,102.3,4.9,0.0,138.8,1856.0,438313.2,656.8,90000.0,91.0,1367.0,31.0
1.0,1.0,1955.0,1.0,100.0,1.0,74.8,4.8,0.0,110.7,2139.3,433903.1,497.7,90000.0,98.0,1367.0,35.0
1.0,1.0,1967.0,1.0,100.0,1.0,39.2,11.5,0.5,123.0,44947.2,1047590.3,315.9,91282.0,45.0,1368.0,13.0
1.0,1.0,1929.0,1.0,100.0,1.0,52.8,3.7,0.0,88.0,1863.7,639665.6,615.0,171462.0,93.0,1368.0,24.0
1.0,1.0,1938.0,1.0,100.0,1.0,82.4,2.9,0.4,127.9,81052.1,631718.5,639.3,217275.0,97.0,1368.0,25.0
1.0,1.0,1921.0,1.0,100.0,1.0,83.6,4.6,0.0,118.0,482.0,505980.1,688.6,109439.0,25.0,1368.0,36.0
1.0,1.0,1927.0,1.0,100.0,1.0,82.4,4.1,0.0,127.9,1922.3,554162.3,565.1,136655.0,88.0,1369.0,7.0
1.0,1.0,1927.0,1.0,100.0,1.0,76.8,4.0,0.6,109.3,60621.2,385755.1,423.6,96038.0,72.0,1369.0,12.0
1.0,1.0,1920.0,1.0,100.0,1.0,82.0,3.9,0.5,124.4,44947.2,335947.0,445.4,86250.0,74.0,1369.0,16.0
1.0,1.0,1928.0,1.0,100.0,1.0,61.6,3.8,0.0,98.9,2457.1,379188.7,409.0,99617.0,90.0,1369.0,19.0
1.0,1.0,1967.0,1.0,100.0,1.0,57.0,4.2,0.5,96.1,44947.2,541268.5,506.8,130000.0,88.0,1369.0,26.0
1.0,1.0,1970.0,1.0,100.0,1.0,49.9,13.8,0.0,151.1,2803.2,1464126.1,457.6,105734.0,36.0,1369.0,42.0
1.0,1.0,1922.0,1.0,100.0,1.0,76.7,4.9,0.6,115.4,89992.0,733061.8,677.8,150000.0,80.0,1369.0,45.0
1.0,1.0,1972.0,1.0,100.0,1.0,124.8,8.9,0.9,194.3,882288.0,8582632.6,7696.3,965000.0,7.0,1370.0,15.0
1.0,1.0,1929.0,1.0,100.0,1.0,64.9,4.4,0.0,107.1,869.4,601324.5,610.6,136385.0,76.0,1370.0,21.0
1.0,1.0,1928.0,1.0,100.0,1.0,96.4,8.5,0.1,159.7,9463.7,1150219.1,968.7,134696.0,22.0,1370.0,46.0
1.0,1.0,1925.0,1.0,100.0,1.0,56.4,4.7,0.5,99.2,44947.2,2371295.3,1992.4,499554.0,80.0,1371.0,14.0
1.0,1.0,1959.0,1.0,100.0,1.0,60.9,4.9,0.4,99.0,242313.4,2695183.7,2030.9,548505.0,91.0,1371.0,38.0
1.0,1.0,1926.0,1.0,100.0,1.0,84.6,7.7,0.5,152.9,44947.2,1495476.8,1153.0,193356.0,57.0,1372.0,2.0
1.0,1.0,1960.0,1.0,100.0,1.0,23.5,6.6,0.0,71.4,2565.2,1498761.3,501.2,228673.0,99.0,1372.0,73.0
1.0,1.0,2003.0,1.0,100.0,1.0,66.7,3.0,0.6,91.2,84459.2,443337.8,546.5,149394.0,94.0,1373.0,3.0
1.0,1.0,1976.0,1.0,100.0,1.0,56.4,13.3,0.1,153.7,54959.3,9209015.7,3212.1,694638.0,23.0,1373.0,40.0
